venue_id,event_date,lead_time_days,season,is_weekend,special_event,price/plate,capacity,latitude,longitude,geo_cluster,avg_price_last_14_days,bookings_last_14_days,venue_avg_price_overall,lead_time_bucket
1,2024-01-01,212,Wedding,False,1,2500,240,32.253,77.1992,3,,0.0,2104.0,Very Early
1,2024-01-02,228,Wedding,False,0,2500,240,32.253,77.1992,3,2500.0,1.0,2104.0,Very Early
1,2024-01-08,90,Wedding,False,0,2500,240,32.253,77.1992,3,2500.0,2.0,2104.0,Mid-term
1,2024-01-14,213,Wedding,True,0,2500,240,32.253,77.1992,3,2500.0,3.0,2104.0,Very Early
1,2024-01-16,220,Wedding,False,0,2500,240,32.253,77.1992,3,2500.0,4.0,2104.0,Very Early
1,2024-01-18,110,Wedding,False,0,2500,240,32.253,77.1992,3,2500.0,5.0,2104.0,Long-term
1,2024-01-19,218,Wedding,False,0,2500,240,32.253,77.1992,3,2500.0,6.0,2104.0,Very Early
1,2024-01-20,75,Off,True,0,1900,240,32.253,77.1992,3,2500.0,7.0,2104.0,Mid-term
1,2024-01-21,189,Wedding,True,0,2500,240,32.253,77.1992,3,2414.285714285714,8.0,2104.0,Long-term
1,2024-01-24,71,Off,False,0,1900,240,32.253,77.1992,3,2414.285714285714,9.0,2104.0,Mid-term
1,2024-01-25,126,Wedding,False,0,2500,240,32.253,77.1992,3,2350.0,10.0,2104.0,Long-term
1,2024-01-29,27,Off,False,0,1900,240,32.253,77.1992,3,2350.0,11.0,2104.0,Short-term
1,2024-02-06,176,Wedding,False,0,2500,240,32.253,77.1992,3,2200.0,12.0,2104.0,Long-term
1,2024-02-07,182,Wedding,False,0,2500,240,32.253,77.1992,3,2200.0,13.0,2104.0,Long-term
1,2024-02-11,237,Wedding,True,0,2500,240,32.253,77.1992,3,2350.0,14.0,2104.0,Very Early
1,2024-02-12,216,Wedding,False,0,2500,240,32.253,77.1992,3,2350.0,14.0,2104.0,Very Early
1,2024-02-13,160,Wedding,False,1,2500,240,32.253,77.1992,3,2380.0,14.0,2104.0,Long-term
1,2024-02-14,106,Wedding,False,0,2500,240,32.253,77.1992,3,2400.0,14.0,2104.0,Long-term
1,2024-02-15,117,Wedding,False,0,2500,240,32.253,77.1992,3,2414.285714285714,14.0,2104.0,Long-term
1,2024-02-18,256,Wedding,True,0,2500,240,32.253,77.1992,3,2425.0,14.0,2104.0,Very Early
1,2024-02-19,179,Wedding,False,0,2500,240,32.253,77.1992,3,2433.3333333333335,14.0,2104.0,Long-term
1,2024-02-21,171,Wedding,False,0,2500,240,32.253,77.1992,3,2500.0,14.0,2104.0,Long-term
1,2024-02-22,140,Wedding,False,0,2500,240,32.253,77.1992,3,2500.0,14.0,2104.0,Long-term
1,2024-02-24,227,Wedding,True,0,2500,240,32.253,77.1992,3,2500.0,14.0,2104.0,Very Early
1,2024-02-26,10,Off,False,0,1900,240,32.253,77.1992,3,2500.0,14.0,2104.0,Short-term
1,2024-02-27,252,Wedding,False,0,2500,240,32.253,77.1992,3,2433.3333333333335,14.0,2104.0,Very Early
1,2024-02-28,211,Wedding,False,0,2500,240,32.253,77.1992,3,2433.3333333333335,14.0,2104.0,Very Early
1,2024-03-01,48,Off,False,0,1900,240,32.253,77.1992,3,2433.3333333333335,14.0,2104.0,Mid-term
1,2024-03-02,40,Off,True,0,1900,240,32.253,77.1992,3,2380.0,14.0,2104.0,Mid-term
1,2024-03-03,59,Off,True,1,1900,240,32.253,77.1992,3,2320.0,14.0,2104.0,Mid-term
1,2024-03-04,46,Off,False,0,1900,240,32.253,77.1992,3,2260.0,14.0,2104.0,Mid-term
1,2024-03-09,10,Off,True,0,1900,240,32.253,77.1992,3,2125.0,14.0,2104.0,Short-term
1,2024-03-10,11,Off,True,0,1900,240,32.253,77.1992,3,2100.0,14.0,2104.0,Short-term
1,2024-03-11,24,Off,False,0,1900,240,32.253,77.1992,3,2033.3333333333333,14.0,2104.0,Short-term
1,2024-03-12,22,Off,False,0,1900,240,32.253,77.1992,3,2033.3333333333333,14.0,2104.0,Short-term
1,2024-03-15,39,Off,False,0,1900,240,32.253,77.1992,3,1900.0,14.0,2104.0,Mid-term
1,2024-03-18,28,Off,False,0,1900,240,32.253,77.1992,3,1900.0,14.0,2104.0,Short-term
1,2024-03-20,97,Peak,False,0,2300,240,32.253,77.1992,3,1900.0,14.0,2104.0,Mid-term
1,2024-03-23,44,Off,True,1,1900,240,32.253,77.1992,3,1957.142857142857,14.0,2104.0,Mid-term
1,2024-03-26,39,Off,False,0,1900,240,32.253,77.1992,3,1980.0,14.0,2104.0,Mid-term
1,2024-03-27,37,Off,False,0,1900,240,32.253,77.1992,3,1966.6666666666667,14.0,2104.0,Mid-term
1,2024-03-29,38,Off,False,0,1900,240,32.253,77.1992,3,1966.6666666666667,14.0,2104.0,Mid-term
1,2024-03-30,92,Peak,True,0,2300,240,32.253,77.1992,3,1957.142857142857,14.0,2104.0,Mid-term
1,2024-03-31,40,Off,True,0,1900,240,32.253,77.1992,3,2000.0,14.0,2104.0,Mid-term
1,2024-04-01,185,Wedding,False,0,2500,240,32.253,77.1992,3,2000.0,14.0,2104.0,Long-term
1,2024-04-03,155,Wedding,False,0,2500,240,32.253,77.1992,3,2075.0,14.0,2104.0,Long-term
1,2024-04-04,12,Off,False,0,1900,240,32.253,77.1992,3,2122.222222222222,14.0,2104.0,Short-term
1,2024-04-06,133,Wedding,True,0,2500,240,32.253,77.1992,3,2077.777777777778,14.0,2104.0,Long-term
1,2024-04-11,208,Wedding,False,0,2500,240,32.253,77.1992,3,2175.0,14.0,2104.0,Very Early
1,2024-04-25,87,Off,False,1,1900,240,32.253,77.1992,3,2500.0,14.0,2104.0,Mid-term
1,2024-04-26,110,Wedding,False,0,2500,240,32.253,77.1992,3,2200.0,14.0,2104.0,Long-term
1,2024-04-30,207,Wedding,False,0,2500,240,32.253,77.1992,3,2300.0,14.0,2104.0,Very Early
1,2024-05-01,35,Off,False,0,1900,240,32.253,77.1992,3,2350.0,14.0,2104.0,Mid-term
1,2024-05-04,63,Off,True,0,1900,240,32.253,77.1992,3,2260.0,14.0,2104.0,Mid-term
1,2024-05-06,47,Off,False,1,1900,240,32.253,77.1992,3,2200.0,14.0,2104.0,Mid-term
1,2024-05-08,69,Off,False,0,1900,240,32.253,77.1992,3,2157.1428571428573,14.0,2104.0,Mid-term
1,2024-05-10,47,Off,False,0,1900,240,32.253,77.1992,3,2100.0,14.0,2104.0,Mid-term
1,2024-05-12,20,Off,True,0,1900,240,32.253,77.1992,3,2071.4285714285716,14.0,2104.0,Short-term
1,2024-05-20,62,Off,False,0,1900,240,32.253,77.1992,3,1900.0,14.0,2104.0,Mid-term
1,2024-05-23,162,Peak,False,0,2300,240,32.253,77.1992,3,1900.0,14.0,2104.0,Long-term
1,2024-05-24,59,Off,False,1,1900,240,32.253,77.1992,3,2000.0,14.0,2104.0,Mid-term
1,2024-05-27,79,Off,False,0,1900,240,32.253,77.1992,3,2000.0,14.0,2104.0,Mid-term
1,2024-05-28,53,Off,False,0,1900,240,32.253,77.1992,3,1980.0,14.0,2104.0,Mid-term
1,2024-05-29,165,Peak,False,0,2300,240,32.253,77.1992,3,1966.6666666666667,14.0,2104.0,Long-term
1,2024-05-31,55,Off,False,0,1900,240,32.253,77.1992,3,2014.2857142857142,14.0,2104.0,Mid-term
1,2024-06-01,17,Off,True,0,1900,240,32.253,77.1992,3,2000.0,14.0,2104.0,Short-term
1,2024-06-02,146,Peak,True,0,2300,240,32.253,77.1992,3,1988.888888888889,14.0,2104.0,Long-term
1,2024-06-04,68,Off,False,0,1900,240,32.253,77.1992,3,2033.3333333333333,14.0,2104.0,Mid-term
1,2024-06-05,11,Off,False,0,1900,240,32.253,77.1992,3,2020.0,14.0,2104.0,Short-term
1,2024-06-06,58,Off,False,0,1900,240,32.253,77.1992,3,2020.0,14.0,2104.0,Mid-term
1,2024-06-09,49,Off,True,0,1900,240,32.253,77.1992,3,1980.0,14.0,2104.0,Mid-term
1,2024-06-18,83,Off,False,0,1900,240,32.253,77.1992,3,1900.0,14.0,2104.0,Mid-term
1,2024-06-21,84,Off,False,0,1900,240,32.253,77.1992,3,1900.0,14.0,2104.0,Mid-term
1,2024-06-22,71,Off,True,0,1900,240,32.253,77.1992,3,1900.0,14.0,2104.0,Mid-term
1,2024-06-23,83,Off,True,0,1900,240,32.253,77.1992,3,1900.0,14.0,2104.0,Mid-term
1,2024-06-24,37,Off,False,0,1900,240,32.253,77.1992,3,1900.0,14.0,2104.0,Mid-term
1,2024-06-26,78,Off,False,0,1900,240,32.253,77.1992,3,1900.0,14.0,2104.0,Mid-term
1,2024-06-30,58,Off,True,0,1900,240,32.253,77.1992,3,1900.0,14.0,2104.0,Mid-term
1,2024-07-01,69,Off,False,0,1900,240,32.253,77.1992,3,1900.0,14.0,2104.0,Mid-term
1,2024-07-04,87,Peak,False,0,2300,240,32.253,77.1992,3,1900.0,14.0,2104.0,Mid-term
1,2024-07-06,17,Off,True,0,1900,240,32.253,77.1992,3,1957.142857142857,14.0,2104.0,Short-term
1,2024-07-07,177,Peak,True,0,2300,240,32.253,77.1992,3,1957.142857142857,14.0,2104.0,Long-term
1,2024-07-08,71,Off,False,0,1900,240,32.253,77.1992,3,2014.2857142857142,14.0,2104.0,Mid-term
1,2024-07-10,25,Off,False,0,1900,240,32.253,77.1992,3,2014.2857142857142,14.0,2104.0,Short-term
1,2024-07-11,61,Off,False,0,1900,240,32.253,77.1992,3,2000.0,14.0,2104.0,Mid-term
1,2024-07-16,16,Off,False,0,1900,240,32.253,77.1992,3,2014.2857142857142,14.0,2104.0,Short-term
1,2024-07-17,40,Off,False,0,1900,240,32.253,77.1992,3,2000.0,14.0,2104.0,Mid-term
1,2024-07-19,43,Off,False,0,1900,240,32.253,77.1992,3,2000.0,14.0,2104.0,Mid-term
1,2024-07-24,41,Off,False,0,1900,240,32.253,77.1992,3,1900.0,14.0,2104.0,Mid-term
1,2024-07-25,86,Off,False,0,1900,240,32.253,77.1992,3,1900.0,14.0,2104.0,Mid-term
1,2024-07-26,29,Off,False,0,1900,240,32.253,77.1992,3,1900.0,14.0,2104.0,Short-term
1,2024-07-28,80,Off,True,0,1900,240,32.253,77.1992,3,1900.0,14.0,2104.0,Mid-term
1,2024-07-29,52,Off,False,1,1900,240,32.253,77.1992,3,1900.0,14.0,2104.0,Mid-term
1,2024-08-02,55,Off,False,1,1900,240,32.253,77.1992,3,1900.0,14.0,2104.0,Mid-term
1,2024-08-03,23,Off,True,0,1900,240,32.253,77.1992,3,1900.0,14.0,2104.0,Short-term
1,2024-08-05,19,Off,False,0,1900,240,32.253,77.1992,3,1900.0,14.0,2104.0,Short-term
1,2024-08-06,66,Off,False,0,1900,240,32.253,77.1992,3,1900.0,14.0,2104.0,Mid-term
1,2024-08-16,81,Off,False,0,1900,240,32.253,77.1992,3,1900.0,14.0,2104.0,Mid-term
1,2024-08-18,80,Off,True,0,1900,240,32.253,77.1992,3,1900.0,14.0,2104.0,Mid-term
1,2024-08-25,20,Off,True,0,1900,240,32.253,77.1992,3,1900.0,14.0,2104.0,Short-term
1,2024-08-28,48,Off,False,0,1900,240,32.253,77.1992,3,1900.0,14.0,2104.0,Mid-term
1,2024-08-29,18,Off,False,0,1900,240,32.253,77.1992,3,1900.0,14.0,2104.0,Short-term
1,2024-09-03,71,Off,False,0,1900,240,32.253,77.1992,3,1900.0,14.0,2104.0,Mid-term
1,2024-09-04,38,Off,False,0,1900,240,32.253,77.1992,3,1900.0,14.0,2104.0,Mid-term
1,2024-09-05,85,Off,False,0,1900,240,32.253,77.1992,3,1900.0,14.0,2104.0,Mid-term
1,2024-09-06,59,Off,False,0,1900,240,32.253,77.1992,3,1900.0,14.0,2104.0,Mid-term
1,2024-09-07,73,Off,True,1,1900,240,32.253,77.1992,3,1900.0,14.0,2104.0,Mid-term
1,2024-09-09,46,Off,False,0,1900,240,32.253,77.1992,3,1900.0,14.0,2104.0,Mid-term
1,2024-09-10,75,Off,False,0,1900,240,32.253,77.1992,3,1900.0,14.0,2104.0,Mid-term
1,2024-09-16,31,Off,False,0,1900,240,32.253,77.1992,3,1900.0,14.0,2104.0,Mid-term
1,2024-09-17,84,Off,False,0,1900,240,32.253,77.1992,3,1900.0,14.0,2104.0,Mid-term
1,2024-09-18,78,Off,False,0,1900,240,32.253,77.1992,3,1900.0,14.0,2104.0,Mid-term
1,2024-09-22,61,Off,True,0,1900,240,32.253,77.1992,3,1900.0,14.0,2104.0,Mid-term
1,2024-09-24,73,Off,False,0,1900,240,32.253,77.1992,3,1900.0,14.0,2104.0,Mid-term
1,2024-09-25,77,Off,False,1,1900,240,32.253,77.1992,3,1900.0,14.0,2104.0,Mid-term
1,2024-09-26,17,Off,False,0,1900,240,32.253,77.1992,3,1900.0,14.0,2104.0,Short-term
1,2024-09-27,75,Off,False,0,1900,240,32.253,77.1992,3,1900.0,14.0,2104.0,Mid-term
1,2024-09-30,51,Off,False,0,1900,240,32.253,77.1992,3,1900.0,14.0,2104.0,Mid-term
1,2024-10-01,156,Peak,False,0,2300,240,32.253,77.1992,3,1900.0,14.0,2104.0,Long-term
1,2024-10-02,169,Peak,False,0,2300,240,32.253,77.1992,3,1950.0,14.0,2104.0,Long-term
1,2024-10-03,178,Peak,False,0,2300,240,32.253,77.1992,3,1988.888888888889,14.0,2104.0,Long-term
1,2024-10-11,85,Peak,False,0,2300,240,32.253,77.1992,3,2140.0,14.0,2104.0,Mid-term
1,2024-10-16,90,Peak,False,0,2300,240,32.253,77.1992,3,2300.0,14.0,2104.0,Mid-term
1,2024-10-20,19,Off,True,0,1900,240,32.253,77.1992,3,2300.0,14.0,2104.0,Short-term
1,2024-10-25,173,Peak,False,0,2300,240,32.253,77.1992,3,2166.6666666666665,14.0,2104.0,Long-term
1,2024-10-27,12,Off,True,0,1900,240,32.253,77.1992,3,2200.0,14.0,2104.0,Short-term
1,2024-10-28,95,Peak,False,0,2300,240,32.253,77.1992,3,2140.0,14.0,2104.0,Mid-term
1,2024-10-31,79,Peak,False,0,2300,240,32.253,77.1992,3,2140.0,14.0,2104.0,Mid-term
1,2024-11-08,150,Peak,False,0,2300,240,32.253,77.1992,3,2200.0,14.0,2104.0,Long-term
1,2024-11-09,125,Peak,True,0,2300,240,32.253,77.1992,3,2220.0,14.0,2104.0,Long-term
1,2024-11-10,60,Off,True,0,1900,240,32.253,77.1992,3,2220.0,14.0,2104.0,Mid-term
1,2024-11-12,150,Peak,False,1,2300,240,32.253,77.1992,3,2220.0,14.0,2104.0,Long-term
1,2024-11-13,113,Peak,False,0,2300,240,32.253,77.1992,3,2233.3333333333335,14.0,2104.0,Long-term
1,2024-11-14,134,Peak,False,0,2300,240,32.253,77.1992,3,2233.3333333333335,14.0,2104.0,Long-term
1,2024-11-16,55,Off,True,0,1900,240,32.253,77.1992,3,2242.8571428571427,14.0,2104.0,Mid-term
1,2024-11-18,27,Off,False,0,1900,240,32.253,77.1992,3,2200.0,14.0,2104.0,Short-term
1,2024-11-20,27,Off,False,0,1900,240,32.253,77.1992,3,2166.6666666666665,14.0,2104.0,Short-term
1,2024-11-21,113,Peak,False,0,2300,240,32.253,77.1992,3,2140.0,14.0,2104.0,Long-term
1,2024-11-22,149,Peak,False,0,2300,240,32.253,77.1992,3,2140.0,14.0,2104.0,Long-term
1,2024-11-24,125,Peak,True,0,2300,240,32.253,77.1992,3,2122.222222222222,14.0,2104.0,Long-term
1,2024-11-29,69,Peak,False,0,2300,240,32.253,77.1992,3,2128.5714285714284,14.0,2104.0,Mid-term
1,2024-11-30,119,Peak,True,0,2300,240,32.253,77.1992,3,2128.5714285714284,14.0,2104.0,Long-term
1,2024-12-02,157,Peak,False,0,2300,240,32.253,77.1992,3,2185.714285714286,14.0,2104.0,Long-term
1,2024-12-05,89,Peak,False,0,2300,240,32.253,77.1992,3,2300.0,14.0,2104.0,Mid-term
1,2024-12-12,70,Peak,False,0,2300,240,32.253,77.1992,3,2300.0,14.0,2104.0,Mid-term
1,2024-12-13,178,Peak,False,0,2300,240,32.253,77.1992,3,2300.0,14.0,2104.0,Long-term
1,2024-12-15,64,Peak,True,0,2300,240,32.253,77.1992,3,2300.0,14.0,2104.0,Mid-term
1,2024-12-20,104,Peak,False,0,2300,240,32.253,77.1992,3,2300.0,14.0,2104.0,Long-term
1,2024-12-22,104,Peak,True,0,2300,240,32.253,77.1992,3,2300.0,14.0,2104.0,Long-term
1,2024-12-28,135,Peak,True,0,2300,240,32.253,77.1992,3,2300.0,14.0,2104.0,Long-term
2,2024-01-03,182,Wedding,False,0,1500,150,28.4925,76.9738,4,,0.0,1150.6666666666667,Long-term
2,2024-01-04,194,Wedding,False,1,1500,150,28.4925,76.9738,4,1500.0,1.0,1150.6666666666667,Long-term
2,2024-01-05,200,Wedding,False,0,1500,150,28.4925,76.9738,4,1500.0,2.0,1150.6666666666667,Long-term
2,2024-01-06,120,Wedding,True,0,1500,150,28.4925,76.9738,4,1500.0,3.0,1150.6666666666667,Long-term
2,2024-01-09,104,Wedding,False,0,1500,150,28.4925,76.9738,4,1500.0,4.0,1150.6666666666667,Long-term
2,2024-01-10,97,Wedding,False,0,1500,150,28.4925,76.9738,4,1500.0,5.0,1150.6666666666667,Mid-term
2,2024-01-11,196,Wedding,False,0,1500,150,28.4925,76.9738,4,1500.0,6.0,1150.6666666666667,Long-term
2,2024-01-12,233,Wedding,False,1,1500,150,28.4925,76.9738,4,1500.0,7.0,1150.6666666666667,Very Early
2,2024-01-14,142,Wedding,True,0,1500,150,28.4925,76.9738,4,1500.0,8.0,1150.6666666666667,Long-term
2,2024-01-16,185,Wedding,False,0,1500,150,28.4925,76.9738,4,1500.0,9.0,1150.6666666666667,Long-term
2,2024-01-17,256,Wedding,False,0,1500,150,28.4925,76.9738,4,1500.0,10.0,1150.6666666666667,Very Early
2,2024-01-18,105,Wedding,False,0,1500,150,28.4925,76.9738,4,1500.0,11.0,1150.6666666666667,Long-term
2,2024-01-19,188,Wedding,False,0,1500,150,28.4925,76.9738,4,1500.0,12.0,1150.6666666666667,Long-term
2,2024-01-21,46,Off,True,0,900,150,28.4925,76.9738,4,1500.0,13.0,1150.6666666666667,Mid-term
2,2024-01-22,49,Off,False,0,900,150,28.4925,76.9738,4,1445.4545454545455,14.0,1150.6666666666667,Mid-term
2,2024-01-24,76,Off,False,0,900,150,28.4925,76.9738,4,1380.0,14.0,1150.6666666666667,Mid-term
2,2024-01-27,214,Wedding,True,0,1500,150,28.4925,76.9738,4,1300.0,14.0,1150.6666666666667,Very Early
2,2024-01-28,112,Wedding,True,0,1500,150,28.4925,76.9738,4,1300.0,14.0,1150.6666666666667,Long-term
2,2024-01-30,43,Off,False,0,900,150,28.4925,76.9738,4,1300.0,14.0,1150.6666666666667,Mid-term
2,2024-02-02,216,Wedding,False,0,1500,150,28.4925,76.9738,4,1157.142857142857,14.0,1150.6666666666667,Very Early
2,2024-02-10,257,Wedding,True,0,1500,150,28.4925,76.9738,4,1350.0,14.0,1150.6666666666667,Very Early
2,2024-02-14,169,Wedding,False,0,1500,150,28.4925,76.9738,4,1300.0,14.0,1150.6666666666667,Long-term
2,2024-02-15,264,Wedding,False,0,1500,150,28.4925,76.9738,4,1350.0,14.0,1150.6666666666667,Very Early
2,2024-02-16,39,Off,False,0,900,150,28.4925,76.9738,4,1500.0,14.0,1150.6666666666667,Mid-term
2,2024-02-18,141,Wedding,True,0,1500,150,28.4925,76.9738,4,1380.0,14.0,1150.6666666666667,Long-term
2,2024-02-21,264,Wedding,False,0,1500,150,28.4925,76.9738,4,1400.0,14.0,1150.6666666666667,Very Early
2,2024-02-22,214,Wedding,False,0,1500,150,28.4925,76.9738,4,1414.2857142857142,14.0,1150.6666666666667,Very Early
2,2024-02-24,110,Wedding,True,1,1500,150,28.4925,76.9738,4,1414.2857142857142,14.0,1150.6666666666667,Long-term
2,2024-03-04,55,Off,False,0,900,150,28.4925,76.9738,4,1500.0,14.0,1150.6666666666667,Mid-term
2,2024-03-09,88,Off,True,0,900,150,28.4925,76.9738,4,1200.0,14.0,1150.6666666666667,Mid-term
2,2024-03-10,48,Off,True,0,900,150,28.4925,76.9738,4,1100.0,14.0,1150.6666666666667,Mid-term
2,2024-03-11,26,Off,False,1,900,150,28.4925,76.9738,4,1050.0,14.0,1150.6666666666667,Short-term
2,2024-03-12,82,Off,False,0,900,150,28.4925,76.9738,4,1020.0,14.0,1150.6666666666667,Mid-term
2,2024-03-15,87,Off,False,0,900,150,28.4925,76.9738,4,1000.0,14.0,1150.6666666666667,Mid-term
2,2024-03-17,72,Off,True,0,900,150,28.4925,76.9738,4,985.7142857142857,14.0,1150.6666666666667,Mid-term
2,2024-03-19,37,Off,False,0,900,150,28.4925,76.9738,4,900.0,14.0,1150.6666666666667,Mid-term
2,2024-03-21,82,Off,False,0,900,150,28.4925,76.9738,4,900.0,14.0,1150.6666666666667,Mid-term
2,2024-03-25,139,Peak,False,0,1300,150,28.4925,76.9738,4,900.0,14.0,1150.6666666666667,Long-term
2,2024-03-26,25,Off,False,0,900,150,28.4925,76.9738,4,966.6666666666666,14.0,1150.6666666666667,Short-term
2,2024-03-30,84,Off,True,0,900,150,28.4925,76.9738,4,966.6666666666666,14.0,1150.6666666666667,Mid-term
